DATE,DATE,LATITUDE,LONGITUDE,STREET1,STREET2,ROAD_CLASS,District,LOCCOORD,ACCLOC,INJURY,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL
2014-08-02 04:00:00,2014-08-02 04:00:00,43.680205,-79.43245999999999,ST CLAIR AVE W,WINONA DR,Major Arterial,Toronto and East York,Intersection,Intersection Related,None,West,"Automobile, Station Wagon",Overtaking,Failed to Yield Right of Way,,Yes,,
2014-08-02 04:00:00,2014-08-02 04:00:00,43.680205,-79.43245999999999,ST CLAIR AVE W,WINONA DR,Major Arterial,Toronto and East York,Intersection,Intersection Related,Major,West,Bicycle,Going Ahead,,,Yes,,
2018-06-22 04:00:00,2018-06-22 04:00:00,43.725215000000006,-79.48846,WILSON AVE,1196 WILSON AVE,Major Arterial,North York,,At/Near Private Drive,Major,West,Motorcycle,Overtaking,Improper Passing,,Yes,,
2018-06-22 04:00:00,2018-06-22 04:00:00,43.725215000000006,-79.48846,WILSON AVE,1196 WILSON AVE,Major Arterial,North York,,At/Near Private Drive,None,South,"Automobile, Station Wagon",Turning Left,Driving Properly,,Yes,,
2012-03-16 04:00:00,2012-03-16 04:00:00,43.740245,-79.23209,EGLINTON Aven E,BELLAMY Road N,Major Arterial,Scarborough,Intersection,At Intersection,,,Other,,,,Yes,,
2012-03-16 04:00:00,2012-03-16 04:00:00,43.740245,-79.23209,EGLINTON Aven E,BELLAMY Road N,Major Arterial,Scarborough,Intersection,At Intersection,None,South,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,,Yes,,
2012-03-16 04:00:00,2012-03-16 04:00:00,43.740245,-79.23209,EGLINTON Aven E,BELLAMY Road N,Major Arterial,Scarborough,Intersection,At Intersection,Major,South,Other,,,,Yes,,
2013-04-28 04:00:00,2013-04-28 04:00:00,43.658345000000004,-79.44269,BLOOR ST W,LANSDOWNE AVE,Major Arterial,Toronto and East York,Intersection,At Intersection,None,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Yes,Yes,,
2013-04-28 04:00:00,2013-04-28 04:00:00,43.658345000000004,-79.44269,BLOOR ST W,LANSDOWNE AVE,Major Arterial,Toronto and East York,Intersection,At Intersection,Major,West,Motorcycle,Going Ahead,Exceeding Speed Limit,Yes,Yes,,
2016-11-12 05:00:00,2016-11-12 05:00:00,43.797526,-79.41374499999999,WILLOWDALE AVE,ABITIBI AVE,Minor Arterial,North York,Intersection,At Intersection,None,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,,Yes,,
2016-11-12 05:00:00,2016-11-12 05:00:00,43.797526,-79.41374499999999,WILLOWDALE AVE,ABITIBI AVE,Minor Arterial,North York,Intersection,At Intersection,Major,North,Motorcycle,Going Ahead,Driving Properly,,Yes,,
2018-06-13 04:00:00,2018-06-13 04:00:00,43.678218,-79.38055,CRESCENT RD,MOUNT PLEASANT RD,Major Arterial,Toronto and East York,Mid-Block,Overpass or Bridge,None,East,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,,,,
2018-06-13 04:00:00,2018-06-13 04:00:00,43.678218,-79.38055,CRESCENT RD,MOUNT PLEASANT RD,Major Arterial,Toronto and East York,Mid-Block,Overpass or Bridge,Major,,,,,,,,
2016-09-16 04:00:00,2016-09-16 04:00:00,43.754729,-79.482974,110 ST REGIS CRES,,Local,North York,Mid-Block,At/Near Private Drive,None,North,"Automobile, Station Wagon",Reversing,Failed to Yield Right of Way,,Yes,,
2016-09-16 04:00:00,2016-09-16 04:00:00,43.754729,-79.482974,110 ST REGIS CRES,,Local,North York,Mid-Block,At/Near Private Drive,Fatal,Unknown,,,,,Yes,,
2018-09-19 04:00:00,2018-09-19 04:00:00,43.645651,-79.369861,F G GARDINER XY  E,LOWER JARVIS ST,,,Mid-Block,Non Intersection,Major,East,Motorcycle,Overtaking,Improper Passing,Yes,Yes,,Yes
2012-06-14 04:00:00,2012-06-14 04:00:00,43.671445,-79.39529,AVENUE RD,ELGIN AVE,Major Arterial,Toronto and East York,Mid-Block,,Major,East,Other,,,,,,
2012-06-14 04:00:00,2012-06-14 04:00:00,43.671445,-79.39529,AVENUE RD,ELGIN AVE,Major Arterial,Toronto and East York,Mid-Block,,None,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2013-06-30 04:00:00,2013-06-30 04:00:00,43.755945000000004,-79.52429000000001,FINCH AVE W,OAKDALE RD,Major Arterial,Etobicoke York,Intersection,At Intersection,None,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,,Yes,,
2013-06-30 04:00:00,2013-06-30 04:00:00,43.755945000000004,-79.52429000000001,FINCH AVE W,OAKDALE RD,Major Arterial,Etobicoke York,Intersection,At Intersection,Major,South,Other,,,,Yes,,
2008-05-23 04:00:00,2008-05-23 04:00:00,43.721645,-79.57149,KIPLING AVE,SNARESBROOK DR,Major Arterial,Etobicoke York,Intersection,At Intersection,,,Other,,,,,,
2008-05-23 04:00:00,2008-05-23 04:00:00,43.721645,-79.57149,KIPLING AVE,SNARESBROOK DR,Major Arterial,Etobicoke York,Intersection,At Intersection,None,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2008-05-23 04:00:00,2008-05-23 04:00:00,43.721645,-79.57149,KIPLING AVE,SNARESBROOK DR,Major Arterial,Etobicoke York,Intersection,At Intersection,Major,West,Other,,,,,,
2009-04-01 04:00:00,2009-04-01 04:00:00,43.696645000000004,-79.48979,10 MARTHA EATON WAY,MARTHA EATON Way,Other,Etobicoke York,Mid-Block,,None,East,"Automobile, Station Wagon",Going Ahead,Following too Close,,Yes,,
2009-04-01 04:00:00,2009-04-01 04:00:00,43.696645000000004,-79.48979,10 MARTHA EATON WAY,MARTHA EATON Way,Other,Etobicoke York,Mid-Block,,Major,East,"Automobile, Station Wagon",Stopped,Driving Properly,,Yes,,
2008-02-04 05:00:00,2008-02-04 05:00:00,43.700148,-79.31902600000001,O CONNOR DR,WOODBINE AVE,Major Arterial,Toronto and East York,Intersection,At Intersection,None,,Other,,,,,,
2008-02-04 05:00:00,2008-02-04 05:00:00,43.700148,-79.31902600000001,O CONNOR DR,WOODBINE AVE,Major Arterial,Toronto and East York,Intersection,At Intersection,Major,,Other,,,,,,
2008-02-04 05:00:00,2008-02-04 05:00:00,43.700148,-79.31902600000001,O CONNOR DR,WOODBINE AVE,Major Arterial,Toronto and East York,Intersection,At Intersection,,,Other,,,,,,
2008-02-04 05:00:00,2008-02-04 05:00:00,43.700148,-79.31902600000001,O CONNOR DR,WOODBINE AVE,Major Arterial,Toronto and East York,Intersection,At Intersection,None,West,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,,,,
2008-02-24 05:00:00,2008-02-24 05:00:00,43.691545,-79.57079,DIXON RD,MARTIN GROVE RD,Major Arterial,Etobicoke York,Intersection,At Intersection,None,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,,Yes,Yes,
2008-02-24 05:00:00,2008-02-24 05:00:00,43.691545,-79.57079,DIXON RD,MARTIN GROVE RD,Major Arterial,Etobicoke York,Intersection,At Intersection,Minor,,Other,,,,Yes,Yes,
2008-02-24 05:00:00,2008-02-24 05:00:00,43.691545,-79.57079,DIXON RD,MARTIN GROVE RD,Major Arterial,Etobicoke York,Intersection,At Intersection,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,,Yes,Yes,
2011-05-18 04:00:00,2011-05-18 04:00:00,43.689445,-79.34879000000001,PAPE Aven,COSBURN Aven,Major Arterial,Toronto and East York,Intersection,At Intersection,None,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,,Yes,,
2011-05-18 04:00:00,2011-05-18 04:00:00,43.689445,-79.34879000000001,PAPE Aven,COSBURN Aven,Major Arterial,Toronto and East York,Intersection,At Intersection,Major,East,Other,,,,Yes,,
2014-11-20 05:00:00,2014-11-20 05:00:00,43.658259,-79.45298299999999,2440 DUNDAS ST W,,Minor Arterial,Scarborough,Intersection,At Intersection,Fatal,East,,,,,Yes,,
2014-11-20 05:00:00,2014-11-20 05:00:00,43.658259,-79.45298299999999,2440 DUNDAS ST W,,Minor Arterial,Scarborough,Intersection,At Intersection,None,West,Delivery Van,Turning Left,Failed to Yield Right of Way,,Yes,,
2014-02-15 05:00:00,2014-02-15 05:00:00,43.795111,-79.292514,HUNTINGWOOD DR,KENNEDY RD,Minor Arterial,Scarborough,Mid-Block,At/Near Private Drive,None,East,"Automobile, Station Wagon",Overtaking,Improper Passing,,Yes,,
2014-02-15 05:00:00,2014-02-15 05:00:00,43.795111,-79.292514,HUNTINGWOOD DR,KENNEDY RD,Minor Arterial,Scarborough,Mid-Block,At/Near Private Drive,Major,West,"Automobile, Station Wagon",Turning Left,Driving Properly,,Yes,,
2016-06-14 04:00:00,2016-06-14 04:00:00,43.646952,-79.374179,58 THE ESPLANADE,,Collector,Toronto and East York,Mid-Block,Non Intersection,Major,West,Bicycle,Pulling Onto Shoulder or towardCurb,,,,,
2016-06-14 04:00:00,2016-06-14 04:00:00,43.646952,-79.374179,58 THE ESPLANADE,,Collector,Toronto and East York,Mid-Block,Non Intersection,None,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2009-01-05 05:00:00,2009-01-05 05:00:00,43.771945,-79.32149,VICTORIA PARK AVE,CONSUMERS RD,Major Arterial,Scarborough,Intersection,,None,South,"Automobile, Station Wagon",Changing Lanes,Lost control,,,,
2009-01-05 05:00:00,2009-01-05 05:00:00,43.771945,-79.32149,VICTORIA PARK AVE,CONSUMERS RD,Major Arterial,Scarborough,Intersection,,,,Other,,,,,,
2014-11-06 05:00:00,2014-11-06 05:00:00,43.684535,-79.474925,BICKNELL AVE,WESTBURY CRES,Collector,Etobicoke York,Intersection,Non Intersection,None,East,"Automobile, Station Wagon",Turning Right,Lost control,,,,
2017-02-23 05:00:00,2017-02-23 05:00:00,43.772185,-79.413593,YONGE ST,NORTON AVE,Major Arterial,North York,Intersection,At Intersection,Major,East,,,,,,,
2010-01-09 05:00:00,2010-01-09 05:00:00,43.707145000000004,-79.44309,MARLEE AVE,VIEWMOUNT AVE,Minor Arterial,North York,Intersection,,None,South,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,,Yes,,
2009-01-14 05:00:00,2009-01-14 05:00:00,43.820745,-79.29489000000001,PASSMORE AVE,MIDLAND AVE,Major Arterial,Scarborough,Intersection,At Intersection,Major,East,"Automobile, Station Wagon",Going Ahead,Lost control,,,,
2014-11-06 05:00:00,2014-11-06 05:00:00,43.684535,-79.474925,BICKNELL AVE,WESTBURY CRES,Collector,Etobicoke York,Intersection,Non Intersection,Major,,,,,,,,
2017-07-10 04:00:00,2017-07-10 04:00:00,43.747889,-79.311778,LYNVALLEY CRES,VICTORIA PARK AVE,Major Arterial,Scarborough,Intersection,At Intersection,None,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,,Yes,,
2010-01-09 05:00:00,2010-01-09 05:00:00,43.707145000000004,-79.44309,MARLEE AVE,VIEWMOUNT AVE,Minor Arterial,North York,Intersection,,Major,East,Other,,,,Yes,,
2009-04-07 04:00:00,2009-04-07 04:00:00,43.636445,-79.39959,LAKE SHORE BLVD W,BATHURST ST,Major Arterial,Toronto and East York,Intersection,At Intersection,None,West,"Automobile, Station Wagon",Going Ahead,Following too Close,,Yes,,
2010-02-18 05:00:00,2010-02-18 05:00:00,43.723545,-79.52129000000001,JETHRO RD,MINNIE AVE,Local,Etobicoke York,Intersection,,Major,North,"Automobile, Station Wagon",Going Ahead,Lost control,,,,
2009-04-07 04:00:00,2009-04-07 04:00:00,43.636445,-79.39959,LAKE SHORE BLVD W,BATHURST ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,,Yes,,
2010-02-18 05:00:00,2010-02-18 05:00:00,43.723545,-79.52129000000001,JETHRO RD,MINNIE AVE,Local,Etobicoke York,Intersection,,,,Other,,,,,,
2014-11-07 05:00:00,2014-11-07 05:00:00,43.809378,-79.35948499999999,DON MILLS RD,FRESHMEADOW DR,Major Arterial,North York,Mid-Block,Non Intersection,None,North,Pick Up Truck,Going Ahead,Driving Properly,,,,
2014-11-07 05:00:00,2014-11-07 05:00:00,43.809378,-79.35948499999999,DON MILLS RD,FRESHMEADOW DR,Major Arterial,North York,Mid-Block,Non Intersection,Fatal,East,,,,,,,
2016-07-05 04:00:00,2016-07-05 04:00:00,43.671199,-79.42372399999999,740 DUPONT ST,,Major Arterial,Toronto and East York,Mid-Block,Non Intersection,Fatal,West,Bicycle,Overtaking,,,,,
2016-07-05 04:00:00,2016-07-05 04:00:00,43.671199,-79.42372399999999,740 DUPONT ST,,Major Arterial,Toronto and East York,Mid-Block,Non Intersection,None,,,,,,,,
2016-07-05 04:00:00,2016-07-05 04:00:00,43.671199,-79.42372399999999,740 DUPONT ST,,Major Arterial,Toronto and East York,Mid-Block,Non Intersection,None,West,,Parked,,,,,
2011-10-01 04:00:00,2011-10-01 04:00:00,43.747945,-79.46239,WILLIAM R ALLEN RD N,SHEPPARD AVE W,Major Arterial,North York,Mid-Block,,,,Other,,,,,,
2011-10-01 04:00:00,2011-10-01 04:00:00,43.747945,-79.46239,WILLIAM R ALLEN RD N,SHEPPARD AVE W,Major Arterial,North York,Mid-Block,,Major,North,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,,,,
2011-10-01 04:00:00,2011-10-01 04:00:00,43.747945,-79.46239,WILLIAM R ALLEN RD N,SHEPPARD AVE W,Major Arterial,North York,Mid-Block,,Minimal,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2017-05-06 04:00:00,2017-05-06 04:00:00,43.657344,-79.381328,YONGE  ST,GOULD ST,Major Arterial,Toronto and East York,Intersection,At Intersection,None,South,"Automobile, Station Wagon",Going Ahead,Improper Passing,,Yes,,
2017-05-06 04:00:00,2017-05-06 04:00:00,43.657344,-79.381328,YONGE  ST,GOULD ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Major,South,Bicycle,Going Ahead,,,Yes,,
2008-02-02 05:00:00,2008-02-02 05:00:00,43.767445,-79.23919000000001,BELLAMY RD N,BRIMORTON DR,Minor Arterial,Scarborough,Intersection,At Intersection,Major,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Yes,Yes,,
2008-02-02 05:00:00,2008-02-02 05:00:00,43.767445,-79.23919000000001,BELLAMY RD N,BRIMORTON DR,Minor Arterial,Scarborough,Intersection,At Intersection,Major,South,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Yes,Yes,,
2012-10-09 04:00:00,2012-10-09 04:00:00,43.677245,-79.446391,ST CLAIR AVE W,BOON AVE,Major Arterial,Toronto and East York,Intersection,,,,Other,,,,,,
2012-10-09 04:00:00,2012-10-09 04:00:00,43.677245,-79.446391,ST CLAIR AVE W,BOON AVE,Major Arterial,Toronto and East York,Intersection,,None,West,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,,,,
2012-10-09 04:00:00,2012-10-09 04:00:00,43.677245,-79.446391,ST CLAIR AVE W,BOON AVE,Major Arterial,Toronto and East York,Intersection,,Major,South,Other,,,,,,
2017-03-04 05:00:00,2017-03-04 05:00:00,43.720431,-79.61201,REXDALE BLVD,RAMP TO ENTRANCE RD,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,Fatal,South,,,,,,,
2017-03-04 05:00:00,2017-03-04 05:00:00,43.720431,-79.61201,REXDALE BLVD,RAMP TO ENTRANCE RD,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,None,East,Passenger Van,Going Ahead,Driving Properly,,,,
2010-01-03 05:00:00,2010-01-03 05:00:00,43.825545,-79.27529,MCCOWAN RD,ALTON TOWERS CRCL,Major Arterial,Scarborough,Mid-Block,,None,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2010-01-03 05:00:00,2010-01-03 05:00:00,43.825545,-79.27529,MCCOWAN RD,ALTON TOWERS CRCL,Major Arterial,Scarborough,Mid-Block,,,,Other,,,,,,
2010-01-03 05:00:00,2010-01-03 05:00:00,43.825545,-79.27529,MCCOWAN RD,ALTON TOWERS CRCL,Major Arterial,Scarborough,Mid-Block,,Major,,Other,,,,,,
2010-01-03 05:00:00,2010-01-03 05:00:00,43.825545,-79.27529,MCCOWAN RD,ALTON TOWERS CRCL,Major Arterial,Scarborough,Mid-Block,,None,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2010-01-03 05:00:00,2010-01-03 05:00:00,43.825545,-79.27529,MCCOWAN RD,ALTON TOWERS CRCL,Major Arterial,Scarborough,Mid-Block,,Minimal,,Other,,,,,,
2014-06-12 04:00:00,2014-06-12 04:00:00,43.764506,-79.387477,BAYVIEW AVE,401 C W BAYVIEW RAMP,Expressway,North York,Intersection,At Intersection,None,North,Delivery Van,Going Ahead,Disobeyed Traffic Control,,Yes,Yes,
2017-07-10 04:00:00,2017-07-10 04:00:00,43.747889,-79.311778,LYNVALLEY CRES,VICTORIA PARK AVE,Major Arterial,Scarborough,Intersection,At Intersection,Major,West,,,,,Yes,,
2016-08-09 04:00:00,2016-08-09 04:00:00,43.669467,-79.46628100000001,KEELE ST,HIRONS ST,Major Arterial,Etobicoke York,Intersection,At Intersection,Major,North,Motorcycle,Going Ahead,Exceeding Speed Limit,Yes,Yes,,
2014-09-24 04:00:00,2014-09-24 04:00:00,43.735106,-79.357433,BANBURY RD,LAWRENCE AVE E,Collector,North York,Intersection,Non Intersection,Major,South,"Automobile, Station Wagon",Going Ahead,Lost control,Yes,Yes,,
2010-01-03 05:00:00,2010-01-03 05:00:00,43.825545,-79.27529,MCCOWAN RD,ALTON TOWERS CRCL,Major Arterial,Scarborough,Mid-Block,,Major,South,"Automobile, Station Wagon",Going Ahead,Lost control,,,,
2010-01-03 05:00:00,2010-01-03 05:00:00,43.825545,-79.27529,MCCOWAN RD,ALTON TOWERS CRCL,Major Arterial,Scarborough,Mid-Block,,,,Other,,,,,,
2012-04-07 04:00:00,2012-04-07 04:00:00,43.776345,-79.51699,STEELES AVE W,MURRAY ROSS PKWY,Major Arterial,Etobicoke York,Intersection,At Intersection,Minor,West,"Automobile, Station Wagon",Going Ahead,Following too Close,,Yes,,
2012-04-07 04:00:00,2012-04-07 04:00:00,43.776345,-79.51699,STEELES AVE W,MURRAY ROSS PKWY,Major Arterial,Etobicoke York,Intersection,At Intersection,Major,,Other,,,,Yes,,
2012-04-07 04:00:00,2012-04-07 04:00:00,43.776345,-79.51699,STEELES AVE W,MURRAY ROSS PKWY,Major Arterial,Etobicoke York,Intersection,At Intersection,,,Other,,,,Yes,,
2012-04-07 04:00:00,2012-04-07 04:00:00,43.776345,-79.51699,STEELES AVE W,MURRAY ROSS PKWY,Major Arterial,Etobicoke York,Intersection,At Intersection,Major,West,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,,Yes,,
2013-09-09 04:00:00,2013-09-09 04:00:00,43.636626,-79.44155400000001,KING St W,WILSON PARK Rd,Major Arterial,Toronto and East York,Intersection,,Major,East,Motorcycle,Going Ahead,Driving Properly,,,,
2013-09-09 04:00:00,2013-09-09 04:00:00,43.636626,-79.44155400000001,KING St W,WILSON PARK Rd,Major Arterial,Toronto and East York,Intersection,,Minor,,,,,,,,
2013-09-09 04:00:00,2013-09-09 04:00:00,43.636626,-79.44155400000001,KING St W,WILSON PARK Rd,Major Arterial,Toronto and East York,Intersection,,Minor,East,Motorcycle,Going Ahead,Lost control,,,,
2014-06-03 04:00:00,2014-06-03 04:00:00,43.763236,-79.397456,53 CRAIGMORE CRES,,Local,North York,Mid-Block,,Fatal,West,,,,,,,
2014-06-03 04:00:00,2014-06-03 04:00:00,43.763236,-79.397456,53 CRAIGMORE CRES,,Local,North York,Mid-Block,,None,North,"Automobile, Station Wagon",Reversing,Other,,,,
2015-10-20 04:00:00,2015-10-20 04:00:00,43.643004,-79.424808,QUEEN ST W,BEACONSFIELD AVE,Major Arterial,Toronto and East York,Intersection,Non Intersection,None,East,"Automobile, Station Wagon",Stopped,Other,,,,
2015-10-20 04:00:00,2015-10-20 04:00:00,43.643004,-79.424808,QUEEN ST W,BEACONSFIELD AVE,Major Arterial,Toronto and East York,Intersection,Non Intersection,Major,East,Bicycle,Overtaking,,,,,
2015-10-20 04:00:00,2015-10-20 04:00:00,43.643004,-79.424808,QUEEN ST W,BEACONSFIELD AVE,Major Arterial,Toronto and East York,Intersection,Non Intersection,None,,,,,,,,
2016-05-30 04:00:00,2016-05-30 04:00:00,43.654246,-79.383167,BAY ST,HAGERMAN ST,Major Arterial,Toronto and East York,Intersection,At Intersection,None,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,,Yes,,
2016-05-30 04:00:00,2016-05-30 04:00:00,43.654246,-79.383167,BAY ST,HAGERMAN ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Major,South,Motorcycle,Going Ahead,Driving Properly,,Yes,,
2016-05-30 04:00:00,2016-05-30 04:00:00,43.654246,-79.383167,BAY ST,HAGERMAN ST,Major Arterial,Toronto and East York,Intersection,At Intersection,None,,,,,,Yes,,
2017-07-10 04:00:00,2017-07-10 04:00:00,43.799535999999996,-79.354099,DON MILLS RD,MCNICOLL AVE,Major Arterial,North York,Intersection,At Intersection,Major,,,,,,,,
2017-07-10 04:00:00,2017-07-10 04:00:00,43.799535999999996,-79.354099,DON MILLS RD,MCNICOLL AVE,Major Arterial,North York,Intersection,At Intersection,None,,,,,,,,
2017-07-10 04:00:00,2017-07-10 04:00:00,43.799535999999996,-79.354099,DON MILLS RD,MCNICOLL AVE,Major Arterial,North York,Intersection,At Intersection,None,,,,,,,,
2017-07-10 04:00:00,2017-07-10 04:00:00,43.799535999999996,-79.354099,DON MILLS RD,MCNICOLL AVE,Major Arterial,North York,Intersection,At Intersection,Minor,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2017-07-10 04:00:00,2017-07-10 04:00:00,43.799535999999996,-79.354099,DON MILLS RD,MCNICOLL AVE,Major Arterial,North York,Intersection,At Intersection,None,North,Pick Up Truck,Turning Left,Improper Turn,,,,
2013-04-04 04:00:00,2013-04-04 04:00:00,43.636945000000004,-79.55669,THE EAST MALL,BLOOR St W,Major Arterial,Etobicoke York,Intersection,At Intersection,Major,North,"Automobile, Station Wagon",Going Ahead,Lost control,,,,
2013-04-04 04:00:00,2013-04-04 04:00:00,43.636945000000004,-79.55669,THE EAST MALL,BLOOR St W,Major Arterial,Etobicoke York,Intersection,At Intersection,,,Other,,,,,,
2009-05-28 04:00:00,2009-05-28 04:00:00,43.732845000000005,-79.58319,JOHN GARLAND Blvd,COLLINGDALE Rd,Collector,Etobicoke York,Mid-Block,,Major,,Other,,,,,,
2009-05-28 04:00:00,2009-05-28 04:00:00,43.732845000000005,-79.58319,JOHN GARLAND Blvd,COLLINGDALE Rd,Collector,Etobicoke York,Mid-Block,,Major,,Other,,,,,,
2009-05-28 04:00:00,2009-05-28 04:00:00,43.732845000000005,-79.58319,JOHN GARLAND Blvd,COLLINGDALE Rd,Collector,Etobicoke York,Mid-Block,,,,Other,,,,,,
2009-05-28 04:00:00,2009-05-28 04:00:00,43.732845000000005,-79.58319,JOHN GARLAND Blvd,COLLINGDALE Rd,Collector,Etobicoke York,Mid-Block,,Major,East,"Automobile, Station Wagon",Going Ahead,Lost control,,,,
2013-03-16 04:00:00,2013-03-16 04:00:00,43.819645,-79.32439000000001,WARDEN AVE,STEELES AVE E,Major Arterial,Scarborough,Intersection,,None,South,"Automobile, Station Wagon",Turning Right,Improper Turn,,,,
2013-03-16 04:00:00,2013-03-16 04:00:00,43.819645,-79.32439000000001,WARDEN AVE,STEELES AVE E,Major Arterial,Scarborough,Intersection,,Major,East,Bicycle,Going Ahead,,,,,
2014-06-09 04:00:00,2014-06-09 04:00:00,43.592046999999994,-79.534717,THIRTY FIFTH ST,DOMINION RD,Local,Etobicoke York,Intersection,Intersection Related,None,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,,Yes,,
2014-06-09 04:00:00,2014-06-09 04:00:00,43.592046999999994,-79.534717,THIRTY FIFTH ST,DOMINION RD,Local,Etobicoke York,Intersection,Intersection Related,Major,North,Pick Up Truck,Going Ahead,Driving Properly,,Yes,,
2014-06-09 04:00:00,2014-06-09 04:00:00,43.592046999999994,-79.534717,THIRTY FIFTH ST,DOMINION RD,Local,Etobicoke York,Intersection,Intersection Related,None,,,,,,Yes,,
2014-06-09 04:00:00,2014-06-09 04:00:00,43.592046999999994,-79.534717,THIRTY FIFTH ST,DOMINION RD,Local,Etobicoke York,Intersection,Intersection Related,None,,,,,,Yes,,
2017-03-07 05:00:00,2017-03-07 05:00:00,43.735762,-79.605006,35 WOODBINE DOWNS BLVD,PARKING LOT,,Etobicoke York,"Park, Private Property, Public Lane",Parking Lot,Major,North,Passenger Van,Going Ahead,Other,Yes,Yes,,
2017-03-07 05:00:00,2017-03-07 05:00:00,43.735762,-79.605006,35 WOODBINE DOWNS BLVD,PARKING LOT,,Etobicoke York,"Park, Private Property, Public Lane",Parking Lot,Major,East,"Automobile, Station Wagon",Going Ahead,Other,Yes,Yes,,
2009-09-11 04:00:00,2009-09-11 04:00:00,43.759545,-79.41979,SHEPPARD Ave W,WELBECK Rd,Major Arterial,North York,Mid-Block,,Major,East,"Automobile, Station Wagon",Going Ahead,Lost control,,,,
2009-09-11 04:00:00,2009-09-11 04:00:00,43.759545,-79.41979,SHEPPARD Ave W,WELBECK Rd,Major Arterial,North York,Mid-Block,,,,Other,,,,,,
2009-09-11 04:00:00,2009-09-11 04:00:00,43.759545,-79.41979,SHEPPARD Ave W,WELBECK Rd,Major Arterial,North York,Mid-Block,,None,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2009-09-11 04:00:00,2009-09-11 04:00:00,43.759545,-79.41979,SHEPPARD Ave W,WELBECK Rd,Major Arterial,North York,Mid-Block,,Major,West,Other,,,,,,
2015-07-16 04:00:00,2015-07-16 04:00:00,43.694762,-79.30076899999999,EASTDALE AVE,GOODWOOD PARK CRES,Collector,Toronto and East York,Mid-Block,Non Intersection,None,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2015-07-16 04:00:00,2015-07-16 04:00:00,43.694762,-79.30076899999999,EASTDALE AVE,GOODWOOD PARK CRES,Collector,Toronto and East York,Mid-Block,Non Intersection,Major,West,,,,,,,
2015-07-16 04:00:00,2015-07-16 04:00:00,43.694762,-79.30076899999999,EASTDALE AVE,GOODWOOD PARK CRES,Collector,Toronto and East York,Mid-Block,Non Intersection,None,,,,,,,,
2015-07-16 04:00:00,2015-07-16 04:00:00,43.694762,-79.30076899999999,EASTDALE AVE,GOODWOOD PARK CRES,Collector,Toronto and East York,Mid-Block,Non Intersection,None,,,,,,,,
2015-07-16 04:00:00,2015-07-16 04:00:00,43.694762,-79.30076899999999,EASTDALE AVE,GOODWOOD PARK CRES,Collector,Toronto and East York,Mid-Block,Non Intersection,None,,,,,,,,
2015-07-16 04:00:00,2015-07-16 04:00:00,43.694762,-79.30076899999999,EASTDALE AVE,GOODWOOD PARK CRES,Collector,Toronto and East York,Mid-Block,Non Intersection,None,,,,,,,,
2015-12-28 05:00:00,2015-12-28 05:00:00,43.726927,-79.29140799999999,HAKIMI  AVE,EGLINTON AVE E,Major Arterial,Scarborough,Intersection,At/Near Private Drive,None,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,,Yes,,
2015-12-28 05:00:00,2015-12-28 05:00:00,43.726927,-79.29140799999999,HAKIMI  AVE,EGLINTON AVE E,Major Arterial,Scarborough,Intersection,At/Near Private Drive,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,,Yes,,
