DATE,DATE,LATITUDE,LONGITUDE,STREET1,STREET2,ROAD_CLASS,District,LOCCOORD,ACCLOC,INJURY,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL
2016-07-21 04:00:00,2016-07-21 04:00:00,43.653208,-79.563464,THE EAST MALL,RATHBURN RD,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,None,,,,,,,,
2018-08-03 04:00:00,2018-08-03 04:00:00,43.773657,-79.353282,SHEPPARD AVE E,SHAUGHNESSY BLVD,Major Arterial,North York,Intersection,At Intersection,None,North,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,,Yes,,
2018-08-03 04:00:00,2018-08-03 04:00:00,43.773657,-79.353282,SHEPPARD AVE E,SHAUGHNESSY BLVD,Major Arterial,North York,Intersection,At Intersection,Major,West,,,,,Yes,,
2009-03-11 04:00:00,2009-03-11 04:00:00,43.656345,-79.45249,DUNDAS ST W,BLOOR ST W,Major Arterial,Toronto and East York,Intersection,,Major,,Other,,,,,,
2009-03-11 04:00:00,2009-03-11 04:00:00,43.656345,-79.45249,DUNDAS ST W,BLOOR ST W,Major Arterial,Toronto and East York,Intersection,,None,North,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,,,,
2009-03-25 04:00:00,2009-03-25 04:00:00,43.643445,-79.39129,FRONT ST W,BLUE JAYS WAY,Minor Arterial,Toronto and East York,Intersection,At Intersection,,,Other,,,,Yes,,
2009-03-25 04:00:00,2009-03-25 04:00:00,43.643445,-79.39129,FRONT ST W,BLUE JAYS WAY,Minor Arterial,Toronto and East York,Intersection,At Intersection,None,South,Truck - Open,Turning Right,Failed to Yield Right of Way,,Yes,,
2009-03-25 04:00:00,2009-03-25 04:00:00,43.643445,-79.39129,FRONT ST W,BLUE JAYS WAY,Minor Arterial,Toronto and East York,Intersection,At Intersection,Fatal,South,Other,,,,Yes,,
2009-06-04 04:00:00,2009-06-04 04:00:00,43.648245,-79.45769,PARKSIDE DR,CONSTANCE ST,Major Arterial,Toronto and East York,Intersection,,Minimal,,Other,,,,,,
2009-06-04 04:00:00,2009-06-04 04:00:00,43.648245,-79.45769,PARKSIDE DR,CONSTANCE ST,Major Arterial,Toronto and East York,Intersection,,Minimal,North,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,,,,
2009-06-04 04:00:00,2009-06-04 04:00:00,43.648245,-79.45769,PARKSIDE DR,CONSTANCE ST,Major Arterial,Toronto and East York,Intersection,,Minimal,,Other,,,,,,
2009-06-04 04:00:00,2009-06-04 04:00:00,43.648245,-79.45769,PARKSIDE DR,CONSTANCE ST,Major Arterial,Toronto and East York,Intersection,,None,South,"Automobile, Station Wagon",Turning Left,Lost control,,,,
2009-06-04 04:00:00,2009-06-04 04:00:00,43.648245,-79.45769,PARKSIDE DR,CONSTANCE ST,Major Arterial,Toronto and East York,Intersection,,Major,Unknown,Other,,,,,,
2010-07-02 04:00:00,2010-07-02 04:00:00,43.760545,-79.23319000000001,SEDGEMOUNT Dr,ROCHMAN Blvd,Local,Scarborough,Intersection,,None,,Other,Parked,,,Yes,,
2010-07-02 04:00:00,2010-07-02 04:00:00,43.760545,-79.23319000000001,SEDGEMOUNT Dr,ROCHMAN Blvd,Local,Scarborough,Intersection,,Major,South,"Automobile, Station Wagon",Going Ahead,Improper Passing,,Yes,,
2011-05-07 04:00:00,2011-05-07 04:00:00,43.676245,-79.43309,MOUNT ROYAL Aven,THOME Cres,Local,Toronto and East York,Intersection,At Intersection,,,Other,,,,Yes,,
2011-05-07 04:00:00,2011-05-07 04:00:00,43.676245,-79.43309,MOUNT ROYAL Aven,THOME Cres,Local,Toronto and East York,Intersection,At Intersection,None,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,,Yes,,
2011-05-07 04:00:00,2011-05-07 04:00:00,43.676245,-79.43309,MOUNT ROYAL Aven,THOME Cres,Local,Toronto and East York,Intersection,At Intersection,Major,South,Bicycle,Going Ahead,,,Yes,,
2011-08-19 04:00:00,2011-08-19 04:00:00,43.651845,-79.47289,BLOOR ST W,HARCROFT RD,Major Arterial,Toronto and East York,Intersection,,None,East,"Automobile, Station Wagon",Overtaking,Improper Passing,,Yes,,
2011-08-19 04:00:00,2011-08-19 04:00:00,43.651845,-79.47289,BLOOR ST W,HARCROFT RD,Major Arterial,Toronto and East York,Intersection,,Major,East,Bicycle,Going Ahead,,,Yes,,
2012-11-01 04:00:00,2012-11-01 04:00:00,43.729544,-79.30463,VICTORIA PARK Ave,BISCAYNE BLVD,Major Arterial,Scarborough,Mid-Block,,None,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2012-11-01 04:00:00,2012-11-01 04:00:00,43.729544,-79.30463,VICTORIA PARK Ave,BISCAYNE BLVD,Major Arterial,Scarborough,Mid-Block,,,,Other,,,,,,
2012-11-01 04:00:00,2012-11-01 04:00:00,43.729544,-79.30463,VICTORIA PARK Ave,BISCAYNE BLVD,Major Arterial,Scarborough,Mid-Block,,Major,South,"Automobile, Station Wagon",Making U Turn,Improper Turn,,,,
2013-03-05 05:00:00,2013-03-05 05:00:00,43.721343,-79.301288,1420 VICTORIA PARK Ave,,Major Arterial,Scarborough,Mid-Block,,,,,,,,Yes,,
2013-03-05 05:00:00,2013-03-05 05:00:00,43.721343,-79.301288,1420 VICTORIA PARK Ave,,Major Arterial,Scarborough,Mid-Block,,None,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,,Yes,,
2013-03-05 05:00:00,2013-03-05 05:00:00,43.721343,-79.301288,1420 VICTORIA PARK Ave,,Major Arterial,Scarborough,Mid-Block,,Fatal,East,,,,,Yes,,
2018-02-27 05:00:00,2018-02-27 05:00:00,43.745376,-79.61364300000001,ALBION ROAD,CARRIER DRIVE,Major Arterial,Etobicoke York,Intersection,Intersection Related,Minor,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Yes,Yes,,Yes
2018-02-27 05:00:00,2018-02-27 05:00:00,43.745376,-79.61364300000001,ALBION ROAD,CARRIER DRIVE,Major Arterial,Etobicoke York,Intersection,Intersection Related,Major,West,"Automobile, Station Wagon",Stopped,Following too Close,Yes,Yes,,Yes
2018-06-07 04:00:00,2018-06-07 04:00:00,43.67483,-79.45881999999999,BLACKTHORN AVE,ST CLAIR AVE W,Local,Toronto and East York,Intersection,Laneway,Minor,South,Pick Up Truck,Turning Left,Other,,,,
2018-06-07 04:00:00,2018-06-07 04:00:00,43.67483,-79.45881999999999,BLACKTHORN AVE,ST CLAIR AVE W,Local,Toronto and East York,Intersection,Laneway,Major,North,Bicycle,Going Ahead,,,,,
2008-01-29 05:00:00,2008-01-29 05:00:00,43.663645,-79.35189,BROADVIEW AVE,ALLEN AVE,Minor Arterial,Toronto and East York,Mid-Block,,None,North,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,,Yes,,
2008-01-29 05:00:00,2008-01-29 05:00:00,43.663645,-79.35189,BROADVIEW AVE,ALLEN AVE,Minor Arterial,Toronto and East York,Mid-Block,,Major,East,Other,,,,Yes,,
2009-06-20 04:00:00,2009-06-20 04:00:00,43.704445,-79.50419000000001,JANE ST,MACDONALD AVE,Major Arterial,Etobicoke York,Intersection,,,,Other,,,,,,
2009-06-20 04:00:00,2009-06-20 04:00:00,43.704445,-79.50419000000001,JANE ST,MACDONALD AVE,Major Arterial,Etobicoke York,Intersection,,None,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2009-06-20 04:00:00,2009-06-20 04:00:00,43.704445,-79.50419000000001,JANE ST,MACDONALD AVE,Major Arterial,Etobicoke York,Intersection,,Major,,Other,,,,,,
2012-01-26 05:00:00,2012-01-26 05:00:00,43.658845,-79.34989,BROADVIEW AVE,QUEEN ST E,Major Arterial,Toronto and East York,Intersection,At Intersection,None,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,,Yes,,
2012-01-26 05:00:00,2012-01-26 05:00:00,43.658845,-79.34989,BROADVIEW AVE,QUEEN ST E,Major Arterial,Toronto and East York,Intersection,At Intersection,Major,West,Other,,,,Yes,,
2014-09-07 04:00:00,2014-09-07 04:00:00,43.779761,-79.415561,YONGE ST,FINCH AVE W,Major Arterial,North York,Intersection,At Intersection,None,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2014-09-07 04:00:00,2014-09-07 04:00:00,43.779761,-79.415561,YONGE ST,FINCH AVE W,Major Arterial,North York,Intersection,At Intersection,Major,West,,,,,,,
2015-07-31 04:00:00,2015-07-31 04:00:00,43.756701,-79.326358,63 WALLINGFORD RD,,Local,North York,Mid-Block,Private Driveway,None,East,"Automobile, Station Wagon",Reversing,Other,,,,
2015-07-31 04:00:00,2015-07-31 04:00:00,43.756701,-79.326358,63 WALLINGFORD RD,,Local,North York,Mid-Block,Private Driveway,Major,Unknown,,,,,,,
2015-09-11 04:00:00,2015-09-11 04:00:00,43.659846,-79.39048299999999,QUEENS PARK,COLLEGE ST,Major Arterial,Toronto and East York,Intersection,At Intersection,None,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,,Yes,,
2015-09-11 04:00:00,2015-09-11 04:00:00,43.659846,-79.39048299999999,QUEENS PARK,COLLEGE ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Major,East,,,,,Yes,,
2015-10-22 04:00:00,2015-10-22 04:00:00,43.642199,-79.402004,BATHURST ST,NIAGARA ST,Major Arterial,Toronto and East York,Intersection,At/Near Private Drive,Major,West,Bicycle,Turning Left,,,,,
2015-10-22 04:00:00,2015-10-22 04:00:00,43.642199,-79.402004,BATHURST ST,NIAGARA ST,Major Arterial,Toronto and East York,Intersection,At/Near Private Drive,None,North,"Automobile, Station Wagon",Turning Left,Driving Properly,,,,
2016-01-28 05:00:00,2016-01-28 05:00:00,43.790312,-79.125896,48MILLDOCK,,Local,Scarborough,Mid-Block,Non Intersection,None,Unknown,,Unknown,,,,,
2016-01-28 05:00:00,2016-01-28 05:00:00,43.790312,-79.125896,48MILLDOCK,,Local,Scarborough,Mid-Block,Non Intersection,Major,Unknown,,,,,,,
2016-09-20 04:00:00,2016-09-20 04:00:00,43.775275,-79.333202,SHEPPARD AVE E,BONESET RD,Major Arterial,North York,Mid-Block,Non Intersection,None,West,"Automobile, Station Wagon",Going Ahead,Lost control,,,,
2016-09-20 04:00:00,2016-09-20 04:00:00,43.775275,-79.333202,SHEPPARD AVE E,BONESET RD,Major Arterial,North York,Mid-Block,Non Intersection,Major,Unknown,,,,,,,
2018-09-15 04:00:00,2018-09-15 04:00:00,43.65462,-79.37360699999999,JARVIS ST,QUEEN STREET EAST,Major Arterial,Toronto and East York,Mid-Block,Non Intersection,None,North,"Automobile, Station Wagon",Making U Turn,Failed to Yield Right of Way,,Yes,,
2018-09-15 04:00:00,2018-09-15 04:00:00,43.65462,-79.37360699999999,JARVIS ST,QUEEN STREET EAST,Major Arterial,Toronto and East York,Mid-Block,Non Intersection,Major,South,Motorcycle,Going Ahead,Driving Properly,,Yes,,
2018-12-25 05:00:00,2018-12-25 05:00:00,43.695811,-79.319873,COSBURN AVE,WOODMOUNT AVE,Minor Arterial,Toronto and East York,Intersection,At Intersection,Major,South,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Yes,Yes,,
2018-12-25 05:00:00,2018-12-25 05:00:00,43.695811,-79.319873,COSBURN AVE,WOODMOUNT AVE,Minor Arterial,Toronto and East York,Intersection,At Intersection,None,West,Police Vehicle,Going Ahead,Driving Properly,Yes,Yes,,
2018-12-25 05:00:00,2018-12-25 05:00:00,43.695811,-79.319873,COSBURN AVE,WOODMOUNT AVE,Minor Arterial,Toronto and East York,Intersection,At Intersection,None,North,Pick Up Truck,Parked,,Yes,Yes,,
2018-12-25 05:00:00,2018-12-25 05:00:00,43.695811,-79.319873,COSBURN AVE,WOODMOUNT AVE,Minor Arterial,Toronto and East York,Intersection,At Intersection,Minor,,,,,Yes,Yes,,
2018-12-25 05:00:00,2018-12-25 05:00:00,43.695811,-79.319873,COSBURN AVE,WOODMOUNT AVE,Minor Arterial,Toronto and East York,Intersection,At Intersection,Minor,,,,,Yes,Yes,,
2018-12-25 05:00:00,2018-12-25 05:00:00,43.695811,-79.319873,COSBURN AVE,WOODMOUNT AVE,Minor Arterial,Toronto and East York,Intersection,At Intersection,Minor,,,,,Yes,Yes,,
2008-08-31 04:00:00,2008-08-31 04:00:00,43.789345000000004,-79.36789,LESLIE ST,FINCH AVE E,Major Arterial,North York,Mid-Block,,Major,South,"Automobile, Station Wagon",Going Ahead,Lost control,Yes,Yes,,
2009-03-04 05:00:00,2009-03-04 05:00:00,43.688145,-79.30179,MAIN Stre,DANFORTH Aven,Major Arterial,Toronto and East York,,,Minor,,Other,Other,,,,,
2008-08-31 04:00:00,2008-08-31 04:00:00,43.789345000000004,-79.36789,LESLIE ST,FINCH AVE E,Major Arterial,North York,Mid-Block,,,,Other,,,Yes,Yes,,
2012-11-09 05:00:00,2012-11-09 05:00:00,43.643515,-79.404651,KING ST W,TECUMSETH ST,Major Arterial,Toronto and East York,Mid-Block,,Minor,,Other,,,,,,
2008-05-09 04:00:00,2008-05-09 04:00:00,43.793245,-79.42169,31 MOORE PARK AVE,,Local,North York,Mid-Block,,,,Other,,,,,,
2008-05-09 04:00:00,2008-05-09 04:00:00,43.793245,-79.42169,31 MOORE PARK AVE,,Local,North York,Mid-Block,,None,South,Other,Reversing,Other,,,,
2008-05-09 04:00:00,2008-05-09 04:00:00,43.793245,-79.42169,31 MOORE PARK AVE,,Local,North York,Mid-Block,,Major,,Other,,,,,,
2010-05-11 04:00:00,2010-05-11 04:00:00,43.666745,-79.44649,DUPONT ST,LANSDOWNE AVE,Major Arterial,Toronto and East York,Intersection,At Intersection,None,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,,Yes,,
2016-04-09 04:00:00,2016-04-09 04:00:00,43.788653000000004,-79.4099,CUMMER AVE,WILLOWDALE AVE,Minor Arterial,North York,Intersection,Intersection Related,None,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,,Yes,Yes,
2010-05-11 04:00:00,2010-05-11 04:00:00,43.666745,-79.44649,DUPONT ST,LANSDOWNE AVE,Major Arterial,Toronto and East York,Intersection,At Intersection,Major,South,Other,,,,Yes,,
2011-11-23 05:00:00,2011-11-23 05:00:00,43.760045,-79.46499,DUFFERIN ST,KENNARD AVE,Major Arterial,North York,Mid-Block,,None,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2011-11-23 05:00:00,2011-11-23 05:00:00,43.760045,-79.46499,DUFFERIN ST,KENNARD AVE,Major Arterial,North York,Mid-Block,,Major,West,Other,,,,,,
2012-11-16 05:00:00,2012-11-16 05:00:00,43.670649,-79.38483000000001,BLOOR ST E,PARK RD,Major Arterial,Toronto and East York,Mid-Block,,,,Other,,,,Yes,,
2012-11-16 05:00:00,2012-11-16 05:00:00,43.670649,-79.38483000000001,BLOOR ST E,PARK RD,Major Arterial,Toronto and East York,Mid-Block,,Major,East,"Automobile, Station Wagon",Making U Turn,Failed to Yield Right of Way,,Yes,,
2012-11-16 05:00:00,2012-11-16 05:00:00,43.670649,-79.38483000000001,BLOOR ST E,PARK RD,Major Arterial,Toronto and East York,Mid-Block,,Major,,Other,,,,Yes,,
2012-11-16 05:00:00,2012-11-16 05:00:00,43.670649,-79.38483000000001,BLOOR ST E,PARK RD,Major Arterial,Toronto and East York,Mid-Block,,,,Other,,,,Yes,,
2012-11-16 05:00:00,2012-11-16 05:00:00,43.670649,-79.38483000000001,BLOOR ST E,PARK RD,Major Arterial,Toronto and East York,Mid-Block,,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,,Yes,,
2013-05-18 04:00:00,2013-05-18 04:00:00,43.697445,-79.44219,EGLINTON Ave W,OAKWOOD Ave,Major Arterial,Toronto and East York,Mid-Block,,None,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2013-05-18 04:00:00,2013-05-18 04:00:00,43.697445,-79.44219,EGLINTON Ave W,OAKWOOD Ave,Major Arterial,Toronto and East York,Mid-Block,,,,Other,,,,,,
2013-05-18 04:00:00,2013-05-18 04:00:00,43.697445,-79.44219,EGLINTON Ave W,OAKWOOD Ave,Major Arterial,Toronto and East York,Mid-Block,,None,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2013-05-18 04:00:00,2013-05-18 04:00:00,43.697445,-79.44219,EGLINTON Ave W,OAKWOOD Ave,Major Arterial,Toronto and East York,Mid-Block,,Major,South,Other,,,,,,
2013-07-12 04:00:00,2013-07-12 04:00:00,43.688601,-79.44736,DUFFERIN St,HOLMESDALE Rd,Major Arterial,Toronto and East York,Intersection,At Intersection,Minimal,North,"Automobile, Station Wagon",Turning Left,Improper Turn,,,,
2013-07-12 04:00:00,2013-07-12 04:00:00,43.688601,-79.44736,DUFFERIN St,HOLMESDALE Rd,Major Arterial,Toronto and East York,Intersection,At Intersection,Major,South,Bicycle,Going Ahead,,,,,
2013-11-01 04:00:00,2013-11-01 04:00:00,43.644187,-79.37833,BAY ST,LAKE SHORE BLVD W,Major Arterial,Toronto and East York,Mid-Block,,None,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2013-11-01 04:00:00,2013-11-01 04:00:00,43.644187,-79.37833,BAY ST,LAKE SHORE BLVD W,Major Arterial,Toronto and East York,Mid-Block,,Major,East,Other,,,,,,
2014-08-30 04:00:00,2014-08-30 04:00:00,43.668566,-79.48337099999999,741 RUNNYMEDE RD,,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,None,North,"Automobile, Station Wagon",Turning Right,Improper Turn,,,,
2014-08-30 04:00:00,2014-08-30 04:00:00,43.668566,-79.48337099999999,741 RUNNYMEDE RD,,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,Major,North,Motorcycle,Going Ahead,Driving Properly,,,,
2014-08-30 04:00:00,2014-08-30 04:00:00,43.668566,-79.48337099999999,741 RUNNYMEDE RD,,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,Minimal,Unknown,,,,,,,
2014-08-30 04:00:00,2014-08-30 04:00:00,43.668566,-79.48337099999999,741 RUNNYMEDE RD,,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,Major,Unknown,,,,,,,
2016-07-10 04:00:00,2016-07-10 04:00:00,43.622859000000005,-79.481197,LAKE SHORE BLVD W,MARINE PARADE DR,Major Arterial,Etobicoke York,Intersection,At Intersection,None,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,,,,
2016-07-10 04:00:00,2016-07-10 04:00:00,43.622859000000005,-79.481197,LAKE SHORE BLVD W,MARINE PARADE DR,Major Arterial,Etobicoke York,Intersection,At Intersection,Major,South,,,,,,,
2014-07-18 04:00:00,2014-07-18 04:00:00,43.660868,-79.37352299999999,GERRARD ST E,PEMBROKE ST,Minor Arterial,Toronto and East York,Intersection,At Intersection,Major,South,Bicycle,Going Ahead,,,Yes,,
2014-07-18 04:00:00,2014-07-18 04:00:00,43.660868,-79.37352299999999,GERRARD ST E,PEMBROKE ST,Minor Arterial,Toronto and East York,Intersection,At Intersection,None,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,,Yes,,
2014-07-18 04:00:00,2014-07-18 04:00:00,43.660868,-79.37352299999999,GERRARD ST E,PEMBROKE ST,Minor Arterial,Toronto and East York,Intersection,At Intersection,None,,,,,,Yes,,
2016-02-28 05:00:00,2016-02-28 05:00:00,43.741427,-79.314204,LAWRENCE AVE E,CARNFORTH RD,Major Arterial,North York,Intersection,At Intersection,None,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Yes,Yes,,
2016-02-28 05:00:00,2016-02-28 05:00:00,43.741427,-79.314204,LAWRENCE AVE E,CARNFORTH RD,Major Arterial,North York,Intersection,At Intersection,Minor,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Yes,Yes,,
2016-02-28 05:00:00,2016-02-28 05:00:00,43.741427,-79.314204,LAWRENCE AVE E,CARNFORTH RD,Major Arterial,North York,Intersection,At Intersection,Major,,,,,Yes,Yes,,
2017-07-01 04:00:00,2017-07-01 04:00:00,43.650077,-79.568996,THE WEST MALL,HOLIDAY DR,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,None,South,Pick Up Truck,Going Ahead,Driving Properly,,,,
2017-07-01 04:00:00,2017-07-01 04:00:00,43.650077,-79.568996,THE WEST MALL,HOLIDAY DR,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,None,,,,,,,,
2017-07-01 04:00:00,2017-07-01 04:00:00,43.650077,-79.568996,THE WEST MALL,HOLIDAY DR,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,None,,,,,,,,
2017-07-01 04:00:00,2017-07-01 04:00:00,43.650077,-79.568996,THE WEST MALL,HOLIDAY DR,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,None,,,,,,,,
2017-07-01 04:00:00,2017-07-01 04:00:00,43.650077,-79.568996,THE WEST MALL,HOLIDAY DR,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,Major,West,,,,,,,
2017-07-01 04:00:00,2017-07-01 04:00:00,43.650077,-79.568996,THE WEST MALL,HOLIDAY DR,Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,Major,West,,,,,,,
2018-03-08 05:00:00,2018-03-08 05:00:00,43.779666,-79.502185,STEELES  AVE W,FOUNDERS RD,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,Major,South,,,,,Yes,,
2018-03-08 05:00:00,2018-03-08 05:00:00,43.779666,-79.502185,STEELES  AVE W,FOUNDERS RD,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,None,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,,Yes,,
2009-08-11 04:00:00,2009-08-11 04:00:00,43.808345,-79.17079,SHEPPARD Aven E,MEADOWVALE Road,Major Arterial,Scarborough,Intersection,At Intersection,Major,,Other,,,,Yes,Yes,
2009-08-11 04:00:00,2009-08-11 04:00:00,43.808345,-79.17079,SHEPPARD Aven E,MEADOWVALE Road,Major Arterial,Scarborough,Intersection,At Intersection,None,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,,Yes,Yes,
2009-08-11 04:00:00,2009-08-11 04:00:00,43.808345,-79.17079,SHEPPARD Aven E,MEADOWVALE Road,Major Arterial,Scarborough,Intersection,At Intersection,None,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,,Yes,Yes,
2009-08-11 04:00:00,2009-08-11 04:00:00,43.808345,-79.17079,SHEPPARD Aven E,MEADOWVALE Road,Major Arterial,Scarborough,Intersection,At Intersection,,,Other,,,,Yes,Yes,
2010-10-29 04:00:00,2010-10-29 04:00:00,43.657745,-79.37299,DUNDAS ST E,GEORGE ST,Major Arterial,Toronto and East York,Mid-Block,,Major,East,Motorcycle,Going Ahead,Lost control,,,,
2014-05-01 04:00:00,2014-05-01 04:00:00,43.731497,-79.537448,WESTON RD,MAINSHEP RD,Major Arterial,Etobicoke York,Intersection,Non Intersection,Minor,South,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Yes,Yes,,Yes
2014-05-01 04:00:00,2014-05-01 04:00:00,43.731497,-79.537448,WESTON RD,MAINSHEP RD,Major Arterial,Etobicoke York,Intersection,Non Intersection,Minor,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Yes,Yes,,Yes
2014-05-01 04:00:00,2014-05-01 04:00:00,43.731497,-79.537448,WESTON RD,MAINSHEP RD,Major Arterial,Etobicoke York,Intersection,Non Intersection,Major,,,,,Yes,Yes,,Yes
2014-05-01 04:00:00,2014-05-01 04:00:00,43.731497,-79.537448,WESTON RD,MAINSHEP RD,Major Arterial,Etobicoke York,Intersection,Non Intersection,Minor,,,,,Yes,Yes,,Yes
2014-05-01 04:00:00,2014-05-01 04:00:00,43.731497,-79.537448,WESTON RD,MAINSHEP RD,Major Arterial,Etobicoke York,Intersection,Non Intersection,Minor,,,,,Yes,Yes,,Yes
2014-05-01 04:00:00,2014-05-01 04:00:00,43.731497,-79.537448,WESTON RD,MAINSHEP RD,Major Arterial,Etobicoke York,Intersection,Non Intersection,Minor,,,,,Yes,Yes,,Yes
2008-07-31 04:00:00,2008-07-31 04:00:00,43.648245,-79.37089,LOWER JARVIS ST,THE ESPLANADE,Major Arterial,Toronto and East York,Intersection,At Intersection,,,Other,,,,Yes,Yes,Yes
2008-07-31 04:00:00,2008-07-31 04:00:00,43.648245,-79.37089,LOWER JARVIS ST,THE ESPLANADE,Major Arterial,Toronto and East York,Intersection,At Intersection,None,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,,Yes,Yes,Yes
2008-07-31 04:00:00,2008-07-31 04:00:00,43.648245,-79.37089,LOWER JARVIS ST,THE ESPLANADE,Major Arterial,Toronto and East York,Intersection,At Intersection,Major,North,Bicycle,Turning Left,,,Yes,Yes,Yes
2010-10-02 04:00:00,2010-10-02 04:00:00,43.68035,-79.279674,145 COURCELETTE RD,,Local,Scarborough,Mid-Block,Non Intersection,None,North,"Automobile, Station Wagon",Turning Left,Improper Turn,,,,
2010-10-02 04:00:00,2010-10-02 04:00:00,43.68035,-79.279674,145 COURCELETTE RD,,Local,Scarborough,Mid-Block,Non Intersection,Major,South,Bicycle,Going Ahead,,,,,
2014-11-28 05:00:00,2014-11-28 05:00:00,43.675101,-79.391025,55 BELMONT ST,,Minor Arterial,Toronto and East York,Mid-Block,Non Intersection,None,West,Passenger Van,Going Ahead,Lost control,,,,
2014-11-28 05:00:00,2014-11-28 05:00:00,43.675101,-79.391025,55 BELMONT ST,,Minor Arterial,Toronto and East York,Mid-Block,Non Intersection,Major,East,,,,,,,
2014-11-28 05:00:00,2014-11-28 05:00:00,43.675101,-79.391025,55 BELMONT ST,,Minor Arterial,Toronto and East York,Mid-Block,Non Intersection,Minimal,East,,,,,,,
2014-02-08 05:00:00,2014-02-08 05:00:00,43.659392,-79.543025,KIPLING AVE,RATHBURN RD,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,Major,North,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,,,,
2014-02-08 05:00:00,2014-02-08 05:00:00,43.659392,-79.543025,KIPLING AVE,RATHBURN RD,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,None,North,Truck - Dump,Going Ahead,Driving Properly,,,,
2017-08-05 04:00:00,2017-08-05 04:00:00,43.744078,-79.40668000000001,YORK MILLS RD,YONGE ST,Major Arterial,North York,Intersection,At Intersection,Major,South,,,,,Yes,,
2017-08-05 04:00:00,2017-08-05 04:00:00,43.744078,-79.40668000000001,YORK MILLS RD,YONGE ST,Major Arterial,North York,Intersection,At Intersection,None,West,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,,Yes,,
2017-08-17 04:00:00,2017-08-17 04:00:00,43.815486,-79.26604,WHITE HEATHER BLVD,LONGSWORD  DR,Collector,Scarborough,Intersection,At Intersection,Major,,,,,Yes,Yes,,Yes
2017-08-17 04:00:00,2017-08-17 04:00:00,43.815486,-79.26604,WHITE HEATHER BLVD,LONGSWORD  DR,Collector,Scarborough,Intersection,At Intersection,None,North,"Automobile, Station Wagon",Going Ahead,Lost control,Yes,Yes,,Yes
2017-05-13 04:00:00,2017-05-13 04:00:00,43.696036,-79.423534,BATHURST ST,AVENAL DR,Major Arterial,Toronto and East York,Intersection,At Intersection,None,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,,Yes,,
2017-05-13 04:00:00,2017-05-13 04:00:00,43.696036,-79.423534,BATHURST ST,AVENAL DR,Major Arterial,Toronto and East York,Intersection,At Intersection,Major,North,,,,,Yes,,
